Customer ID,Recency,Frequency,Monetary,AOV,Lifespan,CLV
12346.0,326,12,77556.46,6463.038411458333,582,45137860.265625
12347.0,2,8,4921.53,615.1912231445312,582,2864330.3349609375
12348.0,75,5,2019.4,403.8800048828125,582,1175290.8142089844
12349.0,19,4,4428.69,1107.1724853515625,582,2577497.5458984375
12350.0,310,1,334.4,334.3999938964844,582,194620.7964477539
12351.0,375,1,300.93,300.92999267578125,582,175141.2557373047
12352.0,36,10,2849.84,284.9840087890625,582,1658606.9311523438
12353.0,204,2,406.76,203.3800048828125,582,236734.32568359375
12354.0,232,1,1079.4,1079.4000244140625,582,628210.8142089844
12355.0,214,2,947.61,473.80499267578125,582,551509.0114746094
12356.0,23,6,6371.73,1061.9549967447917,582,3708346.8486328125
12357.0,33,3,18287.66,6095.88671875,582,10643418.2109375
12358.0,2,5,3887.07,777.414013671875,736,2860883.5703125
12359.0,58,10,8873.39,887.33896484375,736,6530814.78125
12360.0,52,8,4252.89,531.6112670898438,736,3130127.140625
12361.0,287,4,511.25,127.8125,736,376280.0
12362.0,3,11,5356.23,486.9299982244318,736,3942185.265625
12363.0,110,2,552.0,276.0,736,406272.0
12364.0,8,4,1313.1,328.2749938964844,736,966441.58203125
12365.0,291,2,641.38,320.69000244140625,736,472055.68359375
12366.0,634,1,500.24,500.239990234375,736,368176.6328125
12367.0,4,1,168.9,168.89999389648438,736,124310.3955078125
12368.0,628,1,917.7,917.7000122070312,736,675427.208984375
12369.0,413,3,1791.15,597.0500081380209,736,1318286.41796875
12370.0,51,7,4316.56,616.6514369419643,736,3176988.203125
12371.0,45,5,4067.38,813.4759765625,736,2993591.59375
12372.0,72,3,1298.04,432.6800130208333,736,955357.46875
12373.0,311,3,1127.65,375.8833414713542,736,829950.41796875
12374.0,25,4,2989.22,747.3049926757812,736,2200065.8984375
12375.0,11,2,457.5,228.75,736,336720.0
12376.0,390,2,503.15,251.5749969482422,736,370318.3955078125
12377.0,315,4,3426.32,856.5800170898438,291,997059.1398925781
12378.0,130,2,5416.32,2708.159912109375,291,1576149.0688476562
12379.0,82,4,1620.22,405.05499267578125,291,471484.0114746094
12380.0,22,11,9676.3,879.6636186079545,291,2815803.2431640625
12381.0,5,5,1845.3099,369.0619873046875,291,536985.1915283203
12383.0,185,5,1850.56,370.11201171875,291,538512.9770507812
12384.0,29,2,585.27,292.635009765625,291,170313.57568359375
12385.0,379,1,1938.4,1938.4000244140625,291,564074.4071044922
12386.0,338,2,401.90002,200.95001220703125,291,116952.90710449219
12387.0,415,1,143.94,143.94000244140625,291,41886.54071044922
12388.0,16,8,3901.11,487.6387634277344,291,1135223.0412597656
12389.0,403,3,1433.33,477.7766520182292,291,417099.01721191406
12390.0,80,1,549.84,549.8400268554688,291,160003.4478149414
12391.0,22,6,2724.84,454.1400146484375,291,792928.4655761719
12392.0,591,1,234.75,234.75,291,68312.25
12393.0,72,6,2399.45,399.9083251953125,291,698239.9357910156
12394.0,64,2,1272.48,636.239990234375,291,370291.67431640625
12395.0,19,15,4721.17,314.7446614583333,291,1373860.447265625
12396.0,674,1,931.43,931.4299926757812,291,271046.12786865234
12397.0,36,2,2409.9,1204.949951171875,291,701280.8715820312
12398.0,46,1,1635.66,1635.6600341796875,291,475977.06994628906
12399.0,119,7,1962.2999,280.3285609654018,291,571029.2786865234
12400.0,414,1,205.25,205.25,291,59727.75
12401.0,303,1,84.3,84.30000305175781,739,62297.70225524902
12402.0,323,6,1256.9,209.48333740234375,739,928849.1180419922
12403.0,50,2,1019.36,509.67999267578125,739,753307.0291748047
12404.0,682,1,63.24,63.2400016784668,739,46734.36124038696
12405.0,149,1,1710.39,1710.3900146484375,739,1263978.2208251953
12406.0,22,5,6390.36,1278.07197265625,739,4722475.938964844
12407.0,50,5,1708.12,341.6239990234375,739,1262300.6763916016
12408.0,33,8,4340.77,542.5962524414062,739,3207829.0444335938
12409.0,79,7,23419.29,3345.612723214286,739,17306854.6171875
12410.0,309,3,1013.70996,337.9033203125,739,749131.6611328125
12411.0,410,1,346.9,346.8999938964844,739,256359.09548950195
12412.0,75,6,2596.93,432.8216552734375,739,1919131.2194824219
12413.0,67,4,999.45,249.8625030517578,739,738593.5590209961
12414.0,217,6,952.41,158.73499552408853,739,703830.9701538086
12415.0,24,28,144458.38,5159.227678571428,739,106754739.125
12416.0,657,1,202.56,202.55999755859375,739,149691.83819580078
12417.0,3,20,6797.41,339.8705078125,739,5023286.10546875
12418.0,113,4,2021.2,505.29998779296875,736,1487603.1640625
12419.0,386,2,503.01,251.5050048828125,736,370215.3671875
12420.0,64,1,600.39,600.3900146484375,736,441887.05078125
12421.0,16,6,1098.6,183.0999959309896,736,808569.58203125
12422.0,96,17,5231.8,307.7529296875,736,3850604.65625
12423.0,1,10,2622.39,262.2389892578125,736,1930078.9609375
12424.0,163,4,3340.03,835.0075073242188,736,2458262.1015625
12425.0,78,2,1741.41,870.7050170898438,736,1281677.78515625
12426.0,195,2,1345.21,672.60498046875,736,990074.53125
12427.0,22,3,825.8,275.26666259765625,736,607788.791015625
12428.0,26,9,7956.46,884.0511067708334,736,5855954.53125
12429.0,9,8,6204.41,775.55126953125,736,4566445.875
12430.0,43,1,256.4,256.3999938964844,736,188710.3955078125
12431.0,36,27,10432.22,386.3785083912037,736,7678113.71875
12432.0,43,5,5059.32,1011.86396484375,736,3723659.390625
12433.0,1,10,16794.14,1679.4140625,736,12360487.5
12434.0,85,3,1103.4299,367.8099772135417,736,812124.4296875
12435.0,80,6,13925.93,2320.98828125,736,10249484.25
12436.0,100,1,509.01,509.010009765625,736,374631.3671875
12437.0,2,39,12683.4,325.2153946314103,641,8130059.650390625
12438.0,14,2,2906.85,1453.425048828125,641,1863290.9125976562
12439.0,683,2,1142.88,571.4400024414062,641,732586.0831298828
12440.0,462,2,859.2,429.6000061035156,641,550747.207824707
12441.0,367,1,173.55,173.5500030517578,641,111245.55195617676
12442.0,3,1,172.06,172.05999755859375,641,110290.4584350586
12443.0,732,1,485.31,485.30999755859375,672,326128.318359375
12444.0,21,5,5005.46,1001.0919921875,672,3363669.09375
12445.0,22,2,434.98,217.49000549316406,672,292306.5673828125
12446.0,58,1,1002.31,1002.3099975585938,672,673552.318359375
12447.0,243,1,476.49,476.489990234375,672,320201.2734375
12448.0,44,1,449.45,449.45001220703125,672,302030.408203125
12449.0,22,6,4835.89,805.981689453125,672,3249718.171875
12450.0,156,5,688.2,137.64000244140624,672,462470.408203125
12451.0,11,8,12669.88,1583.7349853515625,672,8514159.28125
12452.0,17,2,430.57,215.28500366210938,672,289343.044921875
12453.0,134,1,707.09,707.0900268554688,672,475164.498046875
12454.0,56,5,16679.78,3335.955859375,672,11208811.6875
12455.0,73,10,5879.95,587.99501953125,672,3951326.53125
12456.0,44,3,3181.04,1060.3466796875,672,2137658.90625
12457.0,66,8,2995.91,374.4887390136719,672,2013251.4609375
12458.0,71,4,1777.49,444.37249755859375,672,1194473.2734375
12459.0,605,1,454.36,454.3599853515625,672,305329.91015625
12460.0,456,1,326.65,326.6499938964844,672,219508.7958984375
12461.0,94,2,826.88,413.44000244140625,672,555663.36328125
12462.0,19,2,1189.59,594.7949829101562,672,799404.45703125
12463.0,53,4,1344.78,336.19500732421875,672,903692.1796875
12464.0,10,8,1212.05,151.50625610351562,672,814497.6328125
12465.0,17,2,742.19,371.0950012207031,672,498751.681640625
12466.0,682,1,56.73,56.72999954223633,736,41753.27966308594
12467.0,423,1,132.8,132.8000030517578,736,97740.80224609375
12468.0,188,5,3670.74,734.147998046875,736,2701664.6328125
12469.0,523,2,3070.54,1535.27001953125,736,2259917.46875
12470.0,690,1,211.95,211.9499969482422,736,155995.19775390625
12471.0,2,79,39918.19,505.2935621044304,736,29379788.875
12472.0,32,19,16249.29,855.2257915296053,736,11959477.468750002
12473.0,29,5,3928.05,785.610009765625,1,3928.050048828125
12474.0,17,31,12372.75,399.1209677419355,722,8933125.5
12475.0,54,2,1149.64,574.8200073242188,722,830040.0905761719
12476.0,16,23,14083.91,612.3439198369565,722,10168583.1328125
12477.0,23,9,20276.37,2252.9299045138887,722,14639538.51953125
12478.0,4,1,680.99,680.989990234375,722,491674.77294921875
12479.0,11,1,527.2,527.2000122070312,722,380638.40881347656
12480.0,28,7,5464.85,780.69287109375,722,3945621.7705078125
12481.0,23,15,12185.51,812.3673177083333,722,8797938.05078125
12482.0,576,29,23691.4,816.9448410560345,722,17105191.08203125
12483.0,17,19,5097.18,268.2726408305921,722,3680164.0869140625
12484.0,33,12,6354.1,529.5083414713541,722,4587660.2705078125
12485.0,529,1,708.1,708.0999755859375,722,511248.1823730469
12486.0,432,1,1037.28,1037.280029296875,722,748916.1811523438
12487.0,731,1,285.3,285.29998779296875,722,205986.59118652344
12488.0,10,3,1298.66,432.8866780598958,722,937632.5446777344
12489.0,336,1,334.93,334.92999267578125,722,241819.45471191406
12490.0,5,21,9823.64,467.7923642113095,722,7092667.826171875
12491.0,39,1,460.4,460.3999938964844,722,332408.7955932617
12492.0,63,3,715.21,238.4033406575521,722,516381.6358642578
12493.0,166,2,433.74,216.8699951171875,728,315762.712890625
12494.0,16,9,1815.27,201.69666883680554,728,1321516.57421875
12495.0,641,1,357.4,357.3999938964844,728,260187.19555664062
12496.0,620,2,45.34,22.670000076293945,728,33007.520111083984
